index,fold1,fold2,fold3,fold4,fold5,mean_fold,acc1,acc2,acc3,acc4,acc5,mean_acc
34,0.07620323449373245,0.07092544436454773,0.060105085372924805,0.07290151715278625,0.05021684616804123,0.0660704255104065,0.9703229665756226,0.9709048867225647,0.974396288394928,0.9726505875587463,0.9787605404853821,0.9734070539474488
38,0.15231846272945404,0.008746237494051456,0.23199976980686188,0.10397854447364807,0.36253097653388977,0.17191479820758104,0.9690972566604614,0.9992388486862183,0.9357588887214661,0.9639214277267456,0.917339026927948,0.9570710897445679
39,0.187941774725914,0.061392124742269516,0.11016073077917099,0.08611903339624405,0.15976779162883759,0.12107629105448722,0.9373586177825928,0.9807692170143127,0.9654977321624756,0.9662047624588013,0.9605486392974854,0.9620757937431336
40,0.10036218166351318,0.0521174892783165,0.09226623177528381,0.03605904430150986,0.0637170672416687,0.06890440285205841,0.9765970706939697,0.9897533059120178,0.9797596335411072,0.9936116337776184,0.9871600270271301,0.9853763341903686
42,0.6831934452056885,0.5378007888793945,0.1797906756401062,0.08078231662511826,0.04564619064331055,0.3054426833987236,0.5732247233390808,0.756822407245636,0.9421346187591553,0.9825689196586609,0.9931418895721436,0.8495785117149353
43,2.035984754562378,0.20496614277362823,0.008051062002778053,7.296039257198572e-05,6.700340600218624e-05,0.44982838462747166,0.5756013989448547,0.9226804375648499,0.9982817769050598,1.0,1.0,0.8993127226829529
47,0.8315394520759583,0.6622645258903503,0.5761319994926453,0.590092658996582,0.6599292755126953,0.6639915823936462,0.2623211443424225,0.6305246353149414,0.8368839621543884,0.7357710599899292,0.6282988786697388,0.618759936094284
48,0.20458966493606567,0.1238047257065773,0.16016677021980286,0.09689021110534668,0.1028134897351265,0.1376529723405838,0.9479418992996216,0.9584342241287231,0.9588377475738525,0.9737691879272461,0.9757869243621826,0.9629539966583252
49,0.16163258254528046,0.027466047555208206,0.027830008417367935,0.0160501841455698,0.029228150844573975,0.05244139470160007,0.9638554453849792,0.9939758777618408,0.9879518151283264,0.9939758777618408,0.9939758777618408,0.9867469787597656
50,0.04772753641009331,0.45607060194015503,0.01082689967006445,0.026606259867548943,0.08144417405128479,0.12453509438782931,0.9886363744735718,0.8295454382896423,0.9886363744735718,0.9886363744735718,0.9886363744735718,0.9568181872367859
51,0.35352522134780884,0.23299284279346466,0.44836556911468506,0.02614293247461319,0.37917348742485046,0.2880400106310844,0.8965517282485962,0.931034505367279,0.8275862336158752,1.0,0.7586206793785095,0.882758629322052
52,0.4938425123691559,0.6331871151924133,0.02799423784017563,0.018909534439444542,0.017313992604613304,0.23824947848916053,0.8048780560493469,0.6829268336296082,1.0,1.0,1.0,0.897560977935791
53,0.2707444131374359,0.17895035445690155,0.15054886043071747,0.22166305780410767,0.24332301318645477,0.21304593980312347,0.9179319739341736,0.9356140494346619,0.9481068849563599,0.9211993217468262,0.9117816686630249,0.9269267797470093
54,4.744402648526602e-09,4.2778145609156937e-11,3.9472296237945557,0.16411079466342926,0.0453626811504364,0.8313406208791203,1.0,1.0,0.6466646790504456,0.9457289576530457,0.9842438697814941,0.915327501296997
56,0.06586285680532455,0.08302117884159088,0.11272631585597992,0.10313534736633301,0.03746172413229942,0.08044148460030556,0.9879952073097229,0.9791916608810425,0.9235694408416748,0.9535814523696899,0.989195704460144,0.9667066931724548
57,0.12884634733200073,0.14282503724098206,0.06840019673109055,0.0715768113732338,0.052710652351379395,0.0928718090057373,0.9612947702407837,0.945024847984314,0.977393388748169,0.980133593082428,0.9849289059638977,0.9697551012039185
60,0.385471373796463,0.280402272939682,0.2644166052341461,0.24914273619651794,0.2752853333950043,0.2909436643123627,0.871345043182373,0.9181286692619324,0.9239766001701355,0.9005848169326782,0.9122806787490845,0.9052631616592407
64,0.011355015449225903,0.008449113927781582,0.002524878131225705,0.7031512260437012,0.410815954208374,0.22725923755206168,1.0,1.0,1.0,0.5,0.8333333134651184,0.8666666626930237
66,1.4177966477291193e-05,0.011976632289588451,6.870151519775391,2.5083199943765067e-06,5.649018021358643e-06,1.3764300974738943,1.0,0.9985344409942627,0.0,1.0,1.0,0.7997068881988525
